imdbId,Actors,Directors,Rating,Genre,Release
114709,"['Tom Hanks', 'Tim Allen', 'Don Rickles']",['John Lasseter'],8.3/10,"['Animation', 'Adventure', 'Comedy']","22 November 1995 (USA)

"
113497,"['Robin Williams', 'Kirsten Dunst', 'Bonnie Hunt']",['Joe Johnston'],6.9/10,"['Action', 'Adventure', 'Family']","15 December 1995 (USA)

"
113228,"['Walter Matthau', 'Jack Lemmon', 'Ann-Margret']",['Howard Deutch'],6.6/10,"['Comedy', 'Romance']","22 December 1995 (USA)

"
114885,"['Whitney Houston', 'Angela Bassett', 'Loretta Devine']",['Forest Whitaker'],5.7/10,"['Comedy', 'Drama', 'Romance']","22 December 1995 (USA)

"
113041,"['Steve Martin', 'Diane Keaton', 'Martin Short']",['Charles Shyer'],5.9/10,"['Comedy', 'Family', 'Romance']","8 December 1995 (USA)

"
113277,"['Al Pacino', 'Robert De Niro', 'Val Kilmer']",['Michael Mann'],8.2/10,"['Action', 'Crime', 'Drama']","15 December 1995 (USA)

"
114319,"['Harrison Ford', 'Julia Ormond', 'Greg Kinnear']",['Sydney Pollack'],6.3/10,"['Comedy', 'Drama']","15 December 1995 (USA)

"
112302,"['Jonathan Taylor Thomas', 'Brad Renfro', 'Charles Rocket']",['Peter Hewitt'],5.6/10,"['Adventure', 'Comedy', 'Drama']","22 December 1995 (USA)

"
114576,"['Jean-Claude Van Damme', 'Powers Boothe', 'Raymond J. Barry']",['Peter Hyams'],5.7/10,"['Action', 'Crime', 'Thriller']","22 December 1995 (USA)

"
113189,"['Pierce Brosnan', 'Sean Bean', 'Izabella Scorupco']",['Martin Campbell'],7.2/10,"['Action', 'Adventure', 'Thriller']","17 November 1995 (USA)

"
112346,"['Michael Douglas', 'Annette Bening', 'Martin Sheen']",['Rob Reiner'],6.8/10,"['Comedy', 'Drama', 'Romance']","17 November 1995 (USA)

"
112896,"['Leslie Nielsen', 'Mel Brooks', 'Peter MacNicol']",['Mel Brooks'],5.8/10,"['Comedy', 'Fantasy', 'Horror']","22 December 1995 (USA)

"
112453,"['Kevin Bacon', 'Bob Hoskins', 'Bridget Fonda']",['Simon Wells'],7.1/10,"['Animation', 'Adventure', 'Drama']","22 December 1995 (USA)

"
113987,"['Anthony Hopkins', 'Joan Allen', 'Powers Boothe']",['Oliver Stone'],7.1/10,"['Biography', 'Drama', 'History']","5 January 1996 (USA)

"
112760,"['Geena Davis', 'Matthew Modine', 'Frank Langella']",['Renny Harlin'],5.6/10,"['Action', 'Adventure', 'Comedy']","22 December 1995 (USA)

"
112641,"['Robert De Niro', 'Sharon Stone', 'Joe Pesci']",['Martin Scorsese'],8.2/10,"['Crime', 'Drama']","22 November 1995 (USA)

"
114388,"['Emma Thompson', 'Kate Winslet', 'James Fleet']",['Ang Lee'],7.7/10,"['Drama', 'Romance']","26 January 1996 (USA)

"
113101,"['Tim Roth', 'Antonio Banderas', 'Sammi Davis']","['Allison Anders', 'Alexandre Rockwell']",6.7/10,['Comedy'],"25 December 1995 (USA)

"
112281,"['Jim Carrey', 'Ian McNeice', 'Simon Callow']",['Steve Oedekerk'],6.3/10,"['Adventure', 'Comedy', 'Crime']","10 November 1995 (USA)

"
113845,"['Wesley Snipes', 'Woody Harrelson', 'Jennifer Lopez']",['Joseph Ruben'],5.6/10,"['Action', 'Comedy', 'Crime']","22 November 1995 (USA)

"
113161,"['Gene Hackman', 'Rene Russo', 'Danny DeVito']",['Barry Sonnenfeld'],6.9/10,"['Comedy', 'Crime', 'Thriller']","20 October 1995 (USA)

"
112722,"['Sigourney Weaver', 'Holly Hunter', 'Dermot Mulroney']",['Jon Amiel'],6.6/10,"['Drama', 'Mystery', 'Thriller']","27 October 1995 (USA)

"
112401,"['Sylvester Stallone', 'Antonio Banderas', 'Julianne Moore']",['Richard Donner'],6.3/10,"['Action', 'Crime', 'Thriller']","6 October 1995 (USA)

"
114168,"['Mary Steenburgen', 'Sean Patrick Flanery', 'Lance Henriksen']",['Victor Salva'],6.6/10,"['Drama', 'Fantasy', 'Mystery']","27 October 1995 (USA)

"
113627,"['Nicolas Cage', 'Elisabeth Shue', 'Julian Sands']",['Mike Figgis'],7.6/10,"['Drama', 'Romance']","9 February 1996 (USA)

"
114057,"['Laurence Fishburne', 'Kenneth Branagh', 'Irène Jacob']",['Oliver Parker'],6.9/10,"['Drama', 'Romance']","19 January 1996 (USA)

"
114011,"['Christina Ricci', 'Demi Moore', ""Rosie O'Donnell""]",['Lesli Linka Glatter'],6.8/10,"['Comedy', 'Drama', 'Romance']","20 October 1995 (USA)

"
114117,"['Amanda Root', 'Ciarán Hinds', 'Susan Fleetwood']",['Roger Michell'],7.7/10,['Drama'],"Episode aired 16 April 1995

"
112682,"['Ron Perlman', 'Daniel Emilfork', 'Judith Vittet']","['Marc Caro', 'Jean-Pierre Jeunet']",7.6/10,"['Fantasy', 'Sci-Fi']","15 December 1995 (USA)

"
115012,"['Li Gong', 'Baotian Li', 'Xiaoxiao Wang']",['Yimou Zhang'],7.2/10,"['Crime', 'Drama', 'Romance']","22 December 1995 (USA)

"
112792,"['Michelle Pfeiffer', 'George Dzundza', 'Courtney B. Vance']",['John N. Smith'],6.4/10,"['Biography', 'Drama']","11 August 1995 (USA)

"
114746,"['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt']",['Terry Gilliam'],8/10,"['Mystery', 'Sci-Fi', 'Thriller']","5 January 1996 (USA)

"
112431,"['James Cromwell', 'Magda Szubanski', 'Christine Cavanaugh']",['Chris Noonan'],6.8/10,"['Comedy', 'Drama', 'Family']","4 August 1995 (USA)

"
112637,"['Emma Thompson', 'Jonathan Pryce', 'Steven Waddington']",['Christopher Hampton'],6.9/10,"['Biography', 'Drama', 'Romance']","10 November 1995 (USA)

"
112818,"['Susan Sarandon', 'Sean Penn', 'Robert Prosky']",['Tim Robbins'],7.6/10,"['Crime', 'Drama']","2 February 1996 (USA)

"
112286,"['Peter Reznick', 'John McDonough', 'Avi Hoffman']",['Stephen Low'],6.4/10,"['Adventure', 'Drama', 'Family']","20 October 1995 (USA)

"
113442,"['Kirstie Alley', 'Steve Guttenberg', 'Mary-Kate Olsen']",['Andy Tennant'],5.8/10,"['Comedy', 'Family', 'Romance']","17 November 1995 (USA)

"
112697,"['Alicia Silverstone', 'Stacey Dash', 'Brittany Murphy']",['Amy Heckerling'],6.8/10,"['Comedy', 'Romance']","19 July 1995 (USA)

"
112749,"['Richard Harris', 'James Earl Jones', 'Vusi Kunene']",['Darrell Roodt'],6.9/10,"['Drama', 'Thriller']","15 December 1995 (USA)

"
114279,"['Ian McKellen', 'Annette Bening', 'Christopher Bowen']",['Richard Loncraine'],7.5/10,"['Drama', 'Sci-Fi', 'War']","29 December 1995 (USA)

"
112819,"['Larenz Tate', 'Keith David', 'Chris Tucker']","['Albert Hughes', 'Allen Hughes']",6.9/10,"['Action', 'Crime', 'Drama']","6 October 1995 (USA)

"
114272,"['Robert Downey Jr.', 'Sam Neill', 'David Thewlis']",['Michael Hoffman'],6.7/10,"['Biography', 'Drama', 'History']","2 February 1996 (USA)

"
113855,"['Christopher Lambert', 'Robin Shou', 'Linden Ashby']",['Paul W.S. Anderson'],5.8/10,"['Action', 'Adventure', 'Fantasy']","18 August 1995 (USA)

"
114681,"['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix']",['Gus Van Sant'],6.8/10,"['Comedy', 'Crime', 'Drama']","6 October 1995 (USA)

"
113347,"['Winona Ryder', 'Ellen Burstyn', 'Anne Bancroft']",['Jocelyn Moorhouse'],6.2/10,"['Comedy', 'Drama', 'Romance']","6 October 1995 (USA)

"
114369,"['Morgan Freeman', 'Brad Pitt', 'Kevin Spacey']",['David Fincher'],8.6/10,"['Crime', 'Drama', 'Mystery']","22 September 1995 (USA)

"
114148,"['Mel Gibson', 'Linda Hunt', 'Christian Bale']","['Mike Gabriel', 'Eric Goldberg']",6.7/10,"['Animation', 'Adventure', 'Drama']","23 June 1995 (USA)

"
114916,"['Pascale Bussières', 'Rachael Crawford', 'Henry Czerny']",['Patricia Rozema'],6.7/10,"['Drama', 'Romance']","17 November 1995 (USA)

"
114814,"['Kevin Spacey', 'Gabriel Byrne', 'Chazz Palminteri']",['Bryan Singer'],8.6/10,"['Crime', 'Drama', 'Mystery']","15 September 1995 (USA)

"
113819,"['Woody Allen', 'Mira Sorvino', 'Pamela Blair']",['Woody Allen'],7.1/10,"['Comedy', 'Fantasy', 'Romance']","10 November 1995 (USA)

"
110299,"['Enrico Lo Verso', 'Michele Placido', 'Piro Milkani']",['Gianni Amelio'],7.6/10,['Drama'],"4 October 1995 (USA)

"
112499,"['Steve Guttenberg', ""Olivia d'Abo"", 'Jay O. Sanders']",['Holly Goldberg Sloan'],5.5/10,"['Comedy', 'Family', 'Sport']","29 September 1995 (USA)

"
113158,"['Jennifer Jason Leigh', 'Mare Winningham', 'Ted Levine']",['Ulu Grosbard'],6.5/10,"['Drama', 'Music']","8 December 1995 (USA)

"
113321,"['Holly Hunter', 'Anne Bancroft', 'Robert Downey Jr.']",['Jodie Foster'],6.6/10,"['Comedy', 'Drama', 'Romance']","3 November 1995 (USA)

"
110877,"['Massimo Troisi', 'Philippe Noiret', 'Maria Grazia Cucinotta']","['Michael Radford', 'Massimo Troisi']",7.7/10,"['Biography', 'Comedy', 'Drama']","22 March 1996 (USA)

"
112714,"['Lothaire Bluteau', 'Patrick Goyette', 'Jean-Louis Millette']",['Robert Lepage'],7.6/10,"['Drama', 'Mystery', 'Thriller']","16 August 1996 (USA)

"
113419,"['Hal Scardino', 'Litefoot', 'Lindsay Crouse']",['Frank Oz'],5.9/10,"['Drama', 'Family', 'Fantasy']","14 July 1995 (USA)

"
116260,"['Sally Field', 'Kiefer Sutherland', 'Ed Harris']",['John Schlesinger'],6.1/10,"['Crime', 'Drama', 'Thriller']","12 January 1996 (USA)

"
113862,"['Richard Dreyfuss', 'Glenne Headly', 'Jay Thomas']",['Stephen Herek'],7.3/10,"['Drama', 'Music']","19 January 1996 (USA)

"
116126,"['Shawn Wayans', 'Marlon Wayans', 'Keenen Ivory Wayans']",['Paris Barclay'],6.6/10,"['Comedy', 'Crime']","12 January 1996 (USA)

"
118002,"['Sandra Bullock', 'Denis Leary', 'Stephen Dillane']",['Bill Bennett'],5.2/10,"['Comedy', 'Crime', 'Romance']","12 January 1996 (USA)

"
115683,"['Pauly Shore', 'Stephen Baldwin', 'William Atherton']",['Jason Bloom'],4.4/10,['Comedy'],"12 January 1996 (USA)

"
116839,"['Patrick Bergin', 'Matt Frewer', ""Austin O'Brien""]",['Farhad Mann'],2.4/10,"['Action', 'Sci-Fi', 'Thriller']","12 January 1996 (USA)

"
113149,"['Victoria Abril', 'Josiane Balasko', 'Alain Chabat']",['Josiane Balasko'],6.4/10,['Comedy'],"19 January 1996 (USA)

"
113118,"['Ice Cube', 'Chris Tucker', 'Nia Long']",['F. Gary Gray'],7.3/10,"['Comedy', 'Drama']","26 April 1995 (USA)

"
116367,"['Harvey Keitel', 'George Clooney', 'Juliette Lewis']",['Robert Rodriguez'],7.3/10,"['Action', 'Crime', 'Horror']","19 January 1996 (USA)

"
113010,"['William Baldwin', 'Cindy Crawford', 'Steven Berkoff']",['Andrew Sipes'],4.2/10,"['Action', 'Crime', 'Romance']","3 November 1995 (USA)

"
113537,"['Josh Hamilton', 'Eric Stoltz', 'Samuel Gould']",['Noah Baumbach'],7/10,"['Comedy', 'Drama', 'Romance']","6 October 1995 (USA)

"
113828,"['Jean-Paul Belmondo', 'Michel Boujenah', 'Alessandra Martines']",['Claude Lelouch'],7.5/10,"['Drama', 'History']","3 November 1995 (USA)

"
115644,"['Christian Slater', 'Mary Stuart Masterson', 'Pamela Adlon']",['Michael Goldenberg'],6.1/10,"['Romance', 'Drama']","26 January 1996 (USA)

"
114367,"['Peter Weller', 'Roy Dupuis', 'Jennifer Rubin']",['Christian Duguay'],6.4/10,"['Sci-Fi', 'Thriller']","26 January 1996 (USA)

"
113973,"['Nico', 'Tina Aumont', 'Christian Päffgen']",['Susanne Ofteringer'],7.3/10,"['Documentary', 'Biography', 'Music']","16 November 1995 (USA)

"
112744,"['Jack Nicholson', 'David Morse', 'Anjelica Huston']",['Sean Penn'],6.3/10,"['Drama', 'Thriller']","16 November 1995 (USA)

"
116731,"['Demi Moore', 'Alec Baldwin', 'Joseph Gordon-Levitt']",['Brian Gibson'],5.6/10,"['Drama', 'Thriller']","2 February 1996 (USA)

"
112445,"['Aida Mohammadkhani', 'Mohsen Kafili', 'Fereshteh Sadre Orafaiy']",['Jafar Panahi'],7.8/10,"['Drama', 'Family']","1995 (Iran)

"
114660,"['Andy Garcia', 'Christopher Walken', 'Christopher Lloyd']",['Gary Fleder'],6.8/10,"['Crime', 'Drama']","1 December 1995 (USA)

"
112379,"['Willeke van Ammelrooy', 'Jan Decleir', 'Veerle van Overloop']",['Marleen Gorris'],7.5/10,"['Comedy', 'Drama']","2 February 1996 (USA)

"
114039,"['Al Freeman Jr.', 'Phylicia Rashad', 'Leon']",['Tim Reid'],7.2/10,"['Drama', 'Romance']","26 January 1996 (USA)

"
113612,"['Victoria Foyt', 'Viveca Lindfors', 'Jon Robin Baitz']",['Henry Jaglom'],6.1/10,"['Comedy', 'Drama']","15 September 1996 (USA)

"
112365,"['Mark Rylance', 'Kristin Scott Thomas', 'Patsy Kensit']",['Philip Haas'],7/10,"['Drama', 'Romance']","26 January 1996 (USA)

"
118158,"['Jeff Bridges', 'Caroline Goodall', 'John Savage']",['Ridley Scott'],6.6/10,"['Adventure', 'Drama']","2 February 1996 (USA)

"
116151,"['Jason Alexander', 'Faye Dunaway', 'Eric Lloyd']",['Ken Kwapis'],5.3/10,"['Comedy', 'Adventure', 'Family']","12 January 1996 (USA)

"
115697,"['Chris Farley', 'David Spade', 'Tim Matheson']",['Penelope Spheeris'],6.2/10,['Comedy'],"2 February 1996 (USA)

"
113972,"['Johnny Depp', 'Christopher Walken', 'Courtney Chase']",['John Badham'],6.3/10,"['Action', 'Crime', 'Drama']","22 November 1995 (USA)

"
117002,"['Julia Roberts', 'John Malkovich', 'George Cole']",['Stephen Frears'],5.8/10,"['Drama', 'Horror', 'Romance']","23 February 1996 (USA)

"
114825,"['Eddie Murphy', 'Angela Bassett', 'Allen Payne']",['Wes Craven'],4.5/10,"['Comedy', 'Fantasy', 'Horror']","27 October 1995 (USA)

"
115639,"['Matt Dillon', 'Timothy Hutton', 'Noah Emmerich']",['Ted Demme'],7.2/10,"['Comedy', 'Drama', 'Romance']","9 February 1996 (USA)

"
115759,"['John Travolta', 'Christian Slater', 'Samantha Mathis']",['John Woo'],6/10,"['Action', 'Adventure', 'Thriller']","9 February 1996 (USA)

"
113403,"['Michael Maloney', 'Richard Briers', 'Hetta Charnley']",['Kenneth Branagh'],7.3/10,['Comedy'],"16 February 1996 (USA)

"
113247,"['Vincent Cassel', 'Hubert Koundé', 'Saïd Taghmaoui']",['Mathieu Kassovitz'],8.1/10,"['Crime', 'Drama']","23 February 1996 (USA)

"
111173,"['Sadie Frost', 'Jude Law', 'Sean Pertwee']",['Paul W.S. Anderson'],5.4/10,"['Action', 'Crime', 'Drama']","9 February 1996 (USA)

"
113283,"['Nick Broomfield', 'Nina Xining Zuo', 'Madam Alex']",['Nick Broomfield'],6.6/10,"['Documentary', 'Biography']","TV Movie 9 February 1996

"
115907,"['Al Pacino', 'John Cusack', 'Bridget Fonda']",['Harold Becker'],6.2/10,['Drama'],"16 February 1996 (USA)

"
115734,"['Luke Wilson', 'Owen Wilson', 'Ned Dowd']",['Wes Anderson'],7.1/10,"['Comedy', 'Crime', 'Drama']","21 February 1996 (USA)

"
117102,"['Ellen DeGeneres', 'Bill Pullman', 'Joan Cusack']",['Nick Castle'],3.8/10,['Comedy'],"16 February 1996 (USA)

"
118040,"['Ray Liotta', 'Linda Fiorentino', 'Peter Coyote']",['John Dahl'],6/10,"['Drama', 'Mystery', 'Sci-Fi']","23 February 1996 (USA)

"
116483,"['Adam Sandler', 'Christopher McDonald', 'Julie Bowen']",['Dennis Dugan'],7/10,"['Comedy', 'Sport']","16 February 1996 (USA)

"
112579,"['Clint Eastwood', 'Meryl Streep', 'Annie Corley']",['Clint Eastwood'],7.6/10,"['Drama', 'Romance']","2 June 1995 (USA)

"
117110,"['Tim Curry', 'Billy Connolly', 'Jennifer Saunders']","['Brian Henson', 'David Lane']",6.9/10,"['Action', 'Adventure', 'Comedy']","16 February 1996 (USA)

"
112646,"['Christy Turlington', 'Azzedine Alaïa', 'Giorgio Armani']",['Robert Leacock'],6.3/10,['Documentary'],"16 May 1996 (Australia)

"
112573,"['Mel Gibson', 'Sophie Marceau', 'Patrick McGoohan']",['Mel Gibson'],8.4/10,"['Biography', 'Drama', 'History']","24 May 1995 (USA)

"
75314,"['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd']",['Martin Scorsese'],8.3/10,"['Crime', 'Drama']","8 February 1976 (USA)

"
113326,"['Jackie Chan', 'Anita Mui', 'Françoise Yip']",['Stanley Tong'],6.7/10,"['Action', 'Comedy', 'Crime']","23 February 1996 (USA)

"
115645,"['Meryl Streep', 'Liam Neeson', 'Edward Furlong']",['Barbet Schroeder'],6.1/10,"['Crime', 'Drama', 'Mystery']","23 February 1996 (USA)

"
113774,"['Helena Bonham Carter', 'Kate Nelligan', 'Clive Russell']",['Mort Ransen'],7.3/10,['Drama'],"26 January 1996 (USA)

"
112373,"['Kenneth Branagh', 'Glenn Close', 'Janny Brandes-Brilslijper']",['Jon Blair'],8.1/10,"['Documentary', 'Biography', 'War']","8 June 1995 (USA)

"
115033,"[""Hugh O'Conor"", 'Antony Sher', 'Tobias Arnold']",['Benjamin Ross'],7.1/10,"['Crime', 'Drama']","23 February 1996 (USA)

"
116606,"['Sarah Jessica Parker', 'Eric Schaeffer', 'Ben Stiller']",['Eric Schaeffer'],4.9/10,"['Comedy', 'Romance']","8 March 1996 (USA)

"
114536,"['Andy Garcia', 'Alan Arkin', 'Rachel Ticotin']",['Andrew Davis'],4.8/10,['Comedy'],"29 September 1995 (USA)

"
106473,"['Henry Czerny', 'Johnny Morina', 'Brian Dooley']",['John N. Smith'],7.8/10,['Drama'],"TV Movie 6 December 1992

"
103859,"['Eddie Murphy', 'Robin Givens', 'Halle Berry']",['Reginald Hudlin'],5.4/10,"['Comedy', 'Drama', 'Romance']","1 July 1992 (USA)

"
109424,"['Brigitte Lin', 'Takeshi Kaneshiro', 'Tony Chiu-Wai Leung']",['Kar-Wai Wong'],8.1/10,"['Crime', 'Drama', 'Romance']","8 March 1996 (USA)

"
114808,"['Sergio Castellitto', 'Tiziana Lodato', 'Franco Scaldati']",['Giuseppe Tornatore'],7.4/10,"['Drama', 'Romance']","8 March 1996 (USA)

"
116324,"['Ben Stiller', 'Patricia Arquette', 'Téa Leoni']",['David O. Russell'],6.8/10,['Comedy'],"12 April 1996 (USA)

"
110647,"['Jason James Richter', 'Melody Kay', 'Jack Black']",['Peter MacDonald'],3.1/10,"['Adventure', 'Comedy', 'Family']","27 October 1994 (Germany)

"
114131,"['Josh Charles', 'Anne Heche', 'John Goodman']",['Bryan Gordon'],5.8/10,"['Comedy', 'Romance']","9 February 1996 (USA)

"
112364,"['Miranda Rhyne', 'Charlotte Eve Blythe', 'Anna Levine']",['Rebecca Miller'],6.4/10,['Drama'],"January 1995 (USA)

"
113107,"['Matt Dillon', 'Anne Parillaud', 'Gabriel Byrne']",['Michael Lindsay-Hogg'],6.7/10,"['Drama', 'Romance', 'War']","22 November 1995 (USA)

"
113451,"['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri']",['William Friedkin'],5.2/10,"['Crime', 'Drama', 'Thriller']","13 October 1995 (USA)

"
116130,"['Kelsey Grammer', 'Lauren Holly', 'Rob Schneider']",['David S. Ward'],6/10,['Comedy'],"1 March 1996 (USA)

"
113756,"['Vivian Paxton', 'Claudette Sutherland', 'Michael Ornstein']",['Dirk Shafer'],6/10,"['Comedy', 'Romance']","15 March 1996 (USA)

"
118055,"['Robert Redford', 'Michelle Pfeiffer', 'Stockard Channing']",['Jon Avnet'],6.1/10,"['Drama', 'Romance']","1 March 1996 (USA)

"
115685,"['Robin Williams', 'Nathan Lane', 'Gene Hackman']",['Mike Nichols'],7/10,['Comedy'],"8 March 1996 (USA)

"
112585,"['Jack Mulcahy', 'Michael McGlone', 'Edward Burns']",['Edward Burns'],6.6/10,"['Comedy', 'Drama', 'Romance']","9 August 1995 (USA)

"
112442,"['Will Smith', 'Martin Lawrence', 'Lisa Boyle']",['Michael Bay'],6.8/10,"['Action', 'Comedy', 'Crime']","7 April 1995 (USA)

"
112342,"['Stephen Lang', 'Ryan Slater', 'Yi Ding']",['Christopher Cain'],5.8/10,"['Family', 'Adventure', 'Drama']","25 August 1995 (USA)

"
112461,"['Leonardo DiCaprio', 'Lorraine Bracco', 'Marilyn Sokol']",['Scott Kalvert'],7.3/10,"['Biography', 'Crime', 'Drama']","21 April 1995 (USA)

"
112427,"['Hugh Grant', 'Alan Rickman', 'Georgina Cates']",['Mike Newell'],6/10,"['Comedy', 'Drama', 'Romance']","21 July 1995 (USA)

"
109093,"['Isabelle Huppert', 'Martin Donovan', 'Elina Löwensohn']",['Hal Hartley'],7/10,"['Comedy', 'Crime', 'Drama']","19 May 1995 (USA)

"
112384,"['Tom Hanks', 'Bill Paxton', 'Kevin Bacon']",['Ron Howard'],7.6/10,"['Adventure', 'Drama', 'History']","30 June 1995 (USA)

"
114287,"['Liam Neeson', 'Jessica Lange', 'John Hurt']",['Michael Caton-Jones'],6.9/10,"['Adventure', 'Biography', 'History']","14 April 1995 (USA)

"
112288,"['Lili Taylor', 'Christopher Walken', 'Annabella Sciorra']",['Abel Ferrara'],6.4/10,['Horror'],"6 October 1995 (USA)

"
112462,"['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey']",['Joel Schumacher'],5.4/10,"['Action', 'Adventure', 'Fantasy']","16 June 1995 (USA)

"
61395,"['Catherine Deneuve', 'Jean Sorel', 'Michel Piccoli']",['Luis Buñuel'],7.8/10,['Drama'],"10 April 1968 (USA)

"
112495,"['Patricia Arquette', 'U Aung Ko', 'Frances McDormand']",['John Boorman'],6.6/10,"['Action', 'Drama']","25 August 1995 (USA)

"
112541,"['Harvey Keitel', 'Lou Reed', 'Michael J. Fox']","['Paul Auster', 'Wayne Wang']",6.7/10,['Comedy'],"13 October 1995 (USA)

"
109370,"['John Candy', 'Alan Alda', 'Rhea Perlman']",['Michael Moore'],5.9/10,['Comedy'],"22 September 1995 (USA)

"
112642,"['Bill Pullman', 'Christina Ricci', 'Cathy Moriarty']",['Brad Silberling'],6.1/10,"['Comedy', 'Family', 'Fantasy']","26 May 1995 (USA)

"
112688,"['Harvey Keitel', 'John Turturro', 'Delroy Lindo']",['Spike Lee'],6.9/10,"['Crime', 'Drama', 'Mystery']","13 September 1995 (USA)

"
112715,"['Laura Linney', 'Tim Curry', 'Dylan Walsh']",['Frank Marshall'],5.1/10,"['Action', 'Adventure', 'Mystery']","9 June 1995 (USA)

"
112740,"['Gene Hackman', 'Denzel Washington', 'Matt Craven']",['Tony Scott'],7.3/10,"['Action', 'Drama', 'Thriller']","12 May 1995 (USA)

"
109508,"['Robert Crumb', 'Aline Kominsky', 'Charles Crumb']",['Terry Zwigoff'],8/10,"['Documentary', 'Biography', 'Comedy']","28 April 1995 (USA)

"
112851,"['Antonio Banderas', 'Salma Hayek', 'Joaquim de Almeida']",['Robert Rodriguez'],7.2/10,"['Action', 'Thriller']","25 August 1995 (USA)

"
112857,"['Denzel Washington', 'Tom Sizemore', 'Jennifer Beals']",['Carl Franklin'],6.7/10,"['Crime', 'Drama', 'Mystery']","29 September 1995 (USA)

"
112864,"['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson']",['John McTiernan'],7.6/10,"['Action', 'Adventure', 'Thriller']","19 May 1995 (USA)

"
112887,"['James Duval', 'Rose McGowan', 'Johnathon Schaech']",['Gregg Araki'],6/10,"['Action', 'Comedy', 'Crime']","27 October 1995 (USA)

"
113044,"['Embeth Davidtz', 'Tom Bell', 'Gemma Jones']",['Christopher Menaul'],6.3/10,"['Crime', 'Drama', 'Mystery']","13 October 1995 (USA)

"
113071,"['Sean Connery', 'Richard Gere', 'Julia Ormond']",['Jerry Zucker'],5.9/10,"['Action', 'Adventure', 'Romance']","7 July 1995 (USA)

"
113114,"['Jason James Richter', 'Michael Madsen', 'Francis Capra']",['Dwight H. Little'],4.9/10,"['Adventure', 'Drama', 'Family']","19 July 1995 (USA)

"
113243,"['Jonny Lee Miller', 'Angelina Jolie', 'Jesse Bradford']",['Iain Softley'],6.2/10,"['Comedy', 'Crime', 'Drama']","15 September 1995 (USA)

"
113464,"['Steven Weber', 'Michael T. Weiss', 'Peter Jacobson']",['Christopher Ashley'],6.7/10,"['Comedy', 'Drama']","18 August 1995 (USA)

"
113481,"['Keanu Reeves', 'Dolph Lundgren', 'Dina Meyer']",['Robert Longo'],5.6/10,"['Action', 'Crime', 'Sci-Fi']","26 May 1995 (USA)

"
113492,"['Sylvester Stallone', 'Armand Assante', 'Rob Schneider']",['Danny Cannon'],5.5/10,"['Action', 'Crime', 'Sci-Fi']","30 June 1995 (USA)

"
113500,"['Pauly Shore', 'Tia Carrere', 'Stanley Tucci']",['John Fortenberry'],4.1/10,['Comedy'],"12 April 1995 (USA)

"
113540,"['Leo Fitzpatrick', 'Justin Pierce', 'Chloë Sevigny']",['Larry Clark'],7/10,['Drama'],"1 September 1995 (USA)

"
113677,"['Steve Buscemi', 'Catherine Keener', 'Dermot Mulroney']",['Tom DiCillo'],7.6/10,"['Comedy', 'Drama']","21 July 1995 (USA)

"
113690,"['Scott Bakula', ""Kevin J. O'Connor"", 'Joseph Latimore']",['Clive Barker'],6.1/10,"['Horror', 'Mystery', 'Thriller']","25 August 1995 (USA)

"
107447,"['Thomas Gibson', 'Ruth Marshall', 'Cameron Bancroft']",['Denys Arcand'],6.7/10,"['Drama', 'Comedy']","23 June 1995 (USA)

"
113729,"[""Chris O'Donnell"", 'Drew Barrymore', 'Matthew Lillard']",['Antonia Bird'],5.3/10,"['Drama', 'Romance']","26 May 1995 (USA)

"
113749,"['Shannen Doherty', 'Jeremy London', 'Jason Lee']",['Kevin Smith'],7.2/10,"['Comedy', 'Romance']","20 October 1995 (USA)

"
113820,"['Karan Ashley', 'Johnny Yong Bosch', 'Steve Cardenas']",['Bryan Spicer'],5.1/10,"['Action', 'Adventure', 'Family']","30 June 1995 (USA)

"
110604,"['Marina Zudina', 'Fay Ripley', 'Evan Richards']",['Anthony Waller'],6.8/10,"['Horror', 'Thriller']","15 September 1995 (USA)

"
110620,"['Elina Löwensohn', 'Peter Fonda', 'Nic Ratner']",['Michael Almereyda'],6/10,"['Drama', 'Horror']","1 September 1995 (USA)

"
113957,"['Sandra Bullock', 'Jeremy Northam', 'Dennis Miller']",['Irwin Winkler'],5.9/10,"['Action', 'Crime', 'Drama']","28 July 1995 (USA)

"
113986,"['Hugh Grant', 'Julianne Moore', 'Tom Arnold']",['Chris Columbus'],5.5/10,"['Comedy', 'Romance']","12 July 1995 (USA)

"
114095,"['Parker Posey', 'Omar Townsend', 'Anthony DeSando']",['Daisy von Scherler Mayer'],6.6/10,['Comedy'],"9 June 1995 (USA)

"
114194,"['Christopher Walken', 'Elias Koteas', 'Virginia Madsen']",['Gregory Widen'],6.6/10,"['Action', 'Crime', 'Drama']","1 September 1995 (USA)

"
114241,"['Mia Farrow', 'Tony Goldwyn', 'Juana Barrios']",['Norman René'],5.1/10,"['Comedy', 'Drama', 'Fantasy']","17 November 1995 (USA)

"
